nazev,delka,sirka,datumdo,vyska,biotop,kodbiotopu,samec,samice,juv,ex
Phalaropus lobatus,18.57,49.75,26.5.1975,619,xerotermni tentononc,310,0,0,2,0
Merops nubicus,13.45,49.67,28.5.1929,726,les,301,0,0,3,0
Papilio canadensis,12.59,50.89,12.6.1999,685,nizke křoviny,377,0,0,2,0
Butorides striatus,14.79,49.09,27.3.1952,627,vřesoviště a meze,400,0,0,4,0
Perameles nasuta,14.41,49.57,4.11.1960,940,suťové lesy,327,0,0,3,0
Madoqua kirkii,17.77,50.77,20.6.2003,1015,mocaly,207,0,0,2,0
Tragelaphus angasi,16.03,51.03,7.7.1984,977,Skalní stepi na vápensových podkladech,215,0,0,4,0
Meles meles,16.11,50.83,15.2.1998,921,nizke křoviny,377,0,0,2,0
Didelphis virginiana,15.25,49.31,27.2.1958,1187,vřesoviště a meze,400,0,0,1,0
Crotalus cerastes,18.95,49.31,31.5.1956,1097,orobincove porosty,405,0,0,5,0
Bettongia penicillata,16.49,50.61,14.7.1913,1101,Skalní stepi na vápensových podkladech,215,0,0,5,0
Naja nivea,13.85,49.11,16.6.1978,697,Skalní stepi na vápensových podkladech,215,0,0,0,0
Ramphastos tucanus,18.09,50.47,12.6.1941,888,hranice lesa,402,0,0,3,0
Cynictis penicillata,12.93,49.63,3.5.1926,1142,orobincove porosty,405,0,0,3,0
Agkistrodon piscivorus,15.37,50.77,28.9.1911,638,skály nižších a středních výšek,308,0,0,4,0
Phoenicopterus ruber,12.85,48.41,27.1.1947,935,skály nižších a středních výšek,308,0,0,1,0
Geospiza sp.,13.69,48.95,3.3.1928,1170,louka,202,0,0,0,0
Sagittarius serpentarius,13.03,49.83,20.1.1947,1006,suťové lesy,327,0,0,0,0
Choloepus hoffmani,15.87,48.63,23.4.1963,1107,suťové lesy,327,0,0,3,0
Cyrtodactylus louisiadensis,16.69,49.79,26.5.1998,1018,suťové lesy,327,0,0,1,0
Grus antigone,14.91,48.87,12.4.1946,738,slatiny,217,0,0,4,0
Trichosurus vulpecula,12.71,49.51,7.5.1953,644,mocaly,207,0,0,3,0
Papilio canadensis,18.07,49.57,30.3.1961,932,suťové lesy,327,0,0,3,0
Ciconia ciconia,15.55,49.47,9.4.1984,1059,mocaly,207,0,0,4,0
Tringa glareola,13.51,50.53,21.11.1928,1192,louka,202,0,0,1,0
Damaliscus lunatus,12.85,48.65,10.5.1917,681,xerotermni tentononc,310,0,0,3,0
Phasianus colchicus,16.87,49.49,18.7.1979,1064,skály nižších a středních výšek,308,0,0,1,0
Madoqua kirkii,14.05,48.57,18.3.2018,1131,nizke křoviny,377,0,0,3,0
Manouria emys,13.47,49.05,10.10.1947,823,xerotermni tentononc,310,0,0,3,0
Nycticorax nycticorax,13.81,48.69,10.5.2005,727,louka,202,0,0,3,0
Speothos vanaticus,15.45,51.01,5.3.2012,979,lidska obydli,200,0,0,1,0
unavailable,16.43,48.47,5.8.1974,653,mocaly,207,0,0,5,0
Dicrostonyx groenlandicus,17.03,49.51,21.7.1947,1105,doubravy,206,0,0,2,0
Streptopelia senegalensis,12.21,48.61,8.5.2002,994,suťové lesy,327,0,0,0,0
Lorythaixoides concolor,18.49,50.07,22.11.2005,1127,Skalní stepi na vápensových podkladech,215,0,0,4,0
Egretta thula,12.67,49.47,19.8.1950,930,suťové lesy,327,0,0,4,0
Bubo sp.,15.39,49.15,27.3.1992,1173,xerotermni tentononc,310,0,0,1,0
Phoenicopterus chilensis,18.17,50.19,20.1.2016,980,suťové lesy,327,0,0,3,0
Felis concolor,15.73,51.03,29.3.1906,691,bazina,369,0,0,3,0
Macaca mulatta,12.87,48.75,18.12.1913,624,orobincove porosty,405,0,0,2,0
Acrobates pygmaeus,12.63,48.71,30.11.1981,658,hranice lesa,402,0,0,3,0
Myrmecophaga tridactyla,16.83,49.83,5.5.1955,708,skály nižších a středních výšek,308,0,0,2,0
Egretta thula,16.03,50.77,27.7.1917,702,Skalní stepi na vápensových podkladech,215,0,0,0,0
Sarcorhamphus papa,14.29,49.21,13.9.1918,1127,mocaly,207,0,0,0,0
Geochelone elephantopus,15.81,50.59,8.7.1970,731,orobincove porosty,405,0,0,1,0
Bradypus tridactylus,12.53,49.83,15.3.1952,651,les,301,0,0,1,0
Dicrostonyx groenlandicus,17.33,49.85,24.10.2018,1157,louka,202,0,0,2,0
Uraeginthus bengalus,17.97,50.11,13.3.1928,637,mocaly,207,0,0,2,0
Crocuta crocuta,17.41,51.03,1.6.1955,1111,skály nižších a středních výšek,308,0,0,1,0
Laniarius ferrugineus,16.29,49.05,14.8.2009,975,orobincove porosty,405,0,0,1,0
Agkistrodon piscivorus,16.85,49.45,17.1.1946,1009,skály nižších a středních výšek,308,0,0,2,0
Corallus hortulanus cooki,16.17,50.87,22.2.2012,704,bazina,369,0,0,2,0
Callipepla gambelii,14.35,50.81,21.8.1999,706,Skalní stepi na vápensových podkladech,215,0,0,4,0
Larus fuliginosus,17.75,50.13,20.5.1946,900,mocaly,207,0,0,0,0
Panthera onca,18.21,50.01,24.8.1939,1115,vřesoviště a meze,400,0,0,1,0
Libellula quadrimaculata,17.83,48.79,27.3.1903,889,bazina,369,0,0,2,0
Notechis semmiannulatus,18.17,50.89,2.9.2018,721,lidska obydli,200,0,0,0,0
Ourebia ourebi,17.25,49.71,13.11.1908,945,Skalní stepi na vápensových podkladech,215,0,0,4,0
unavailable,17.73,49.03,22.10.1931,1003,orobincove porosty,405,0,0,3,0
Macropus agilis,17.59,51.19,26.6.2005,984,hranice lesa,402,0,0,4,0
Dicrostonyx groenlandicus,15.93,48.41,31.8.1908,813,mocaly,207,0,0,4,0
Francolinus coqui,16.69,48.69,24.12.2019,813,bazina,369,0,0,3,0
Ictalurus furcatus,12.55,49.43,30.5.1950,657,mocaly,207,0,0,2,0
Tayassu pecari,17.57,49.49,17.7.1937,1053,vřesoviště a meze,400,0,0,3,0
Alopex lagopus,15.33,50.41,16.12.1978,965,louka,202,0,0,2,0
Macropus rufus,17.09,51.17,22.9.1976,828,doubravy,206,0,0,3,0
Chelodina longicollis,16.25,49.45,17.10.1940,1006,louka,202,0,0,0,0
Porphyrio porphyrio,18.25,48.71,13.11.1941,907,bazina,369,0,0,3,0
Milvago chimachima,17.59,50.53,21.6.1964,1057,doubravy,206,0,0,2,0
Manouria emys,14.39,49.19,18.8.1922,639,Skalní stepi na vápensových podkladech,215,0,0,0,0
Pytilia melba,14.15,50.79,30.7.1959,1036,lidska obydli,200,0,0,0,0
Sagittarius serpentarius,12.95,49.11,2.1.1946,1147,skály nižších a středních výšek,308,0,0,0,0
Turtur chalcospilos,18.27,50.93,19.5.1910,830,Skalní stepi na vápensových podkladech,215,0,0,1,0
Ciconia ciconia,16.57,49.15,10.5.1988,1082,slatiny,217,0,0,2,0
Sula nebouxii,13.77,49.89,24.12.1992,901,slatiny,217,0,0,0,0
Ramphastos tucanus,14.85,49.49,16.9.1940,940,orobincove porosty,405,0,0,4,0
Lama pacos,17.15,50.37,11.2.2002,684,bazina,369,0,0,4,0
Tachyglossus aculeatus,15.99,50.63,22.3.1989,1050,xerotermni tentononc,310,0,0,5,0
Alligator mississippiensis,13.45,49.87,4.6.1979,843,vřesoviště a meze,400,0,0,3,0
Pteropus rufus,16.75,49.01,1.10.1993,756,suťové lesy,327,0,0,0,0
Threskionis aethiopicus,17.25,49.19,6.9.1982,719,hranice lesa,402,0,0,5,0
Ictonyx striatus,17.97,50.25,22.4.1916,697,xerotermni tentononc,310,0,0,1,0
Felis caracal,14.83,48.47,29.8.1944,729,skály nižších a středních výšek,308,0,0,5,0
Aonyx capensis,18.81,51.09,21.5.1911,767,nizke křoviny,377,0,0,0,0
Aquila chrysaetos,15.09,50.53,13.11.1986,1043,lidska obydli,200,0,0,4,0
Naja sp.,15.03,49.63,12.2.1995,987,skály nižších a středních výšek,308,0,0,4,0
Columba palumbus,12.17,50.45,30.5.2001,895,hranice lesa,402,0,0,4,0
Genetta genetta,12.11,49.93,28.2.1925,1087,Skalní stepi na vápensových podkladech,215,0,0,4,0
Trichoglossus haematodus moluccanus,18.27,48.97,31.12.2013,1095,vřesoviště a meze,400,0,0,0,0
Sula dactylatra,13.81,48.95,14.6.1947,821,suťové lesy,327,0,0,4,0
Plocepasser mahali,15.67,49.75,30.9.1998,673,skály nižších a středních výšek,308,0,0,2,0
Neotis denhami,18.31,51.17,4.5.2006,639,suťové lesy,327,0,0,1,0
Ploceus intermedius,12.39,50.21,23.9.1933,991,nizke křoviny,377,0,0,2,0
Centrocercus urophasianus,16.53,48.83,14.11.1984,975,slatiny,217,0,0,4,0
Isoodon obesulus,14.01,48.71,17.9.1930,717,louka,202,0,0,2,0
Marmota flaviventris,13.47,50.73,14.12.1924,766,bazina,369,0,0,5,0
Tiliqua scincoides,12.47,50.77,31.5.1978,1007,orobincove porosty,405,0,0,4,0
Dicrostonyx groenlandicus,12.59,50.19,6.11.1953,633,Skalní stepi na vápensových podkladech,215,0,0,2,0
Eolophus roseicapillus,16.33,48.73,16.7.2016,670,xerotermni tentononc,310,0,0,3,0
Certotrichas paena,12.33,51.09,24.3.1903,989,lidska obydli,200,0,0,1,0
Larus dominicanus,12.27,49.53,28.12.1901,869,vřesoviště a meze,400,0,0,0,0
Prionace glauca,13.61,50.93,4.9.1983,782,bazina,369,0,0,0,0
Iguana iguana,18.51,48.41,25.3.1984,1166,skály nižších a středních výšek,308,0,0,5,0
Eolophus roseicapillus,15.89,51.07,20.12.1911,1122,louka,202,0,0,3,0
Haematopus ater,12.05,51.15,23.6.1964,751,doubravy,206,0,0,1,0
Bubo virginianus,17.71,48.81,7.2.1954,930,slatiny,217,0,0,5,0
Corvus brachyrhynchos,13.57,49.31,9.11.2002,945,suťové lesy,327,0,0,3,0
Threskionis aethiopicus,18.03,50.03,10.2.1970,1146,lidska obydli,200,0,0,5,0
Cereopsis novaehollandiae,15.95,51.07,17.4.1937,1021,Skalní stepi na vápensových podkladech,215,0,0,4,0
Tiliqua scincoides,18.87,49.97,11.1.1927,1150,bazina,369,0,0,4,0
Echimys chrysurus,14.11,49.49,21.12.1938,1159,orobincove porosty,405,0,0,5,0
Acanthaster planci,14.31,50.57,6.11.1957,1021,lidska obydli,200,0,0,1,0
Calyptorhynchus magnificus,16.71,50.91,1.8.1971,1018,mocaly,207,0,0,5,0
Cervus elaphus,17.17,49.49,22.7.1987,1101,xerotermni tentononc,310,0,0,5,0
Alligator mississippiensis,17.57,49.61,27.1.1958,678,louka,202,0,0,1,0
Ramphastos tucanus,12.71,50.63,31.3.1915,713,suťové lesy,327,0,0,1,0
Taxidea taxus,17.31,50.19,1.3.1938,706,doubravy,206,0,0,3,0
Hystrix cristata,12.93,49.49,10.3.2007,1102,lidska obydli,200,0,0,5,0
Terathopius ecaudatus,17.03,50.99,20.5.1950,1017,suťové lesy,327,0,0,1,0
Didelphis virginiana,18.71,51.05,1.7.1939,932,xerotermni tentononc,310,0,0,5,0
Bubalus arnee,13.03,51.11,22.2.1922,706,xerotermni tentononc,310,0,0,4,0
Cathartes aura,14.01,50.15,15.12.1921,614,xerotermni tentononc,310,0,0,5,0
Spizaetus coronatus,13.95,48.49,3.9.1967,997,vřesoviště a meze,400,0,0,4,0
Pycnonotus nigricans,17.27,50.79,26.1.2007,1010,skály nižších a středních výšek,308,0,0,4,0
Ammospermophilus nelsoni,12.99,50.45,5.8.2016,700,orobincove porosty,405,0,0,0,0
Acrantophis madagascariensis,15.81,50.33,3.8.1943,1092,les,301,0,0,5,0
Trichosurus vulpecula,13.33,49.95,24.11.1974,902,vřesoviště a meze,400,0,0,3,0
Eira barbata,17.55,50.59,23.4.1958,666,lidska obydli,200,0,0,5,0
Cervus elaphus,13.33,51.19,10.7.1966,856,vřesoviště a meze,400,0,0,0,0
Lamprotornis sp.,16.15,50.01,22.5.2002,1094,bazina,369,0,0,2,0
Colobus guerza,13.37,49.87,20.9.1932,1152,suťové lesy,327,0,0,0,0
Propithecus verreauxi,15.75,49.45,12.4.1962,662,lidska obydli,200,0,0,5,0
Gyps bengalensis,13.19,49.13,22.7.1956,856,lidska obydli,200,0,0,4,0
Trichechus inunguis,17.05,48.99,12.7.1906,1164,doubravy,206,0,0,1,0
Phaethon aethereus,17.77,51.07,12.8.1917,1151,vřesoviště a meze,400,0,0,1,0
Anthropoides paradisea,15.59,50.95,24.4.2006,1118,vřesoviště a meze,400,0,0,4,0
Larus dominicanus,12.21,50.35,18.12.1907,1091,slatiny,217,0,0,3,0
Didelphis virginiana,12.45,49.47,30.9.1915,949,hranice lesa,402,0,0,4,0
Boselaphus tragocamelus,14.69,49.03,16.4.1976,1160,orobincove porosty,405,0,0,5,0
Choloepus hoffmani,17.07,50.47,27.6.1903,668,mocaly,207,0,0,0,0
Tragelaphus scriptus,16.37,48.45,23.9.1999,651,vřesoviště a meze,400,0,0,1,0
Bettongia penicillata,15.27,48.55,30.1.1961,685,lidska obydli,200,0,0,0,0
Paraxerus cepapi,16.23,49.15,19.6.1955,729,vřesoviště a meze,400,0,0,2,0
Tragelaphus scriptus,17.87,50.21,30.10.1901,1160,bazina,369,0,0,5,0
Tenrec ecaudatus,12.33,49.05,27.12.1951,984,doubravy,206,0,0,0,0
Cordylus giganteus,12.87,48.87,26.1.1961,932,lidska obydli,200,0,0,0,0
Bassariscus astutus,17.79,50.95,8.12.1926,856,Skalní stepi na vápensových podkladech,215,0,0,1,0
unavailable,14.07,51.19,30.4.1961,1200,Skalní stepi na vápensových podkladech,215,0,0,2,0
Dendrocitta vagabunda,15.55,49.43,16.8.2010,1030,louka,202,0,0,3,0
Cochlearius cochlearius,17.61,48.57,15.2.2021,858,suťové lesy,327,0,0,3,0
Trichosurus vulpecula,16.55,51.11,16.9.1968,660,vřesoviště a meze,400,0,0,2,0
Rhea americana,13.35,48.93,25.1.1950,1066,skály nižších a středních výšek,308,0,0,2,0
Pavo cristatus,12.21,49.89,17.9.1927,679,suťové lesy,327,0,0,5,0
Antechinus flavipes,17.17,49.45,25.4.1926,1056,suťové lesy,327,0,0,4,0
Alopochen aegyptiacus,18.13,49.11,31.1.1997,772,vřesoviště a meze,400,0,0,3,0
Proteles cristatus,13.03,51.15,12.11.1916,898,hranice lesa,402,0,0,2,0
Vombatus ursinus,16.73,50.83,25.4.1901,682,lidska obydli,200,0,0,5,0
Boa caninus,16.29,50.83,26.3.1971,1112,suťové lesy,327,0,0,0,0
Pseudalopex gymnocercus,13.59,50.07,29.8.2008,753,Skalní stepi na vápensových podkladech,215,0,0,0,0
Phasianus colchicus,18.73,49.19,19.11.1954,962,mocaly,207,0,0,0,0
Vulpes chama,14.63,50.17,8.1.1933,782,suťové lesy,327,0,0,2,0
Anas punctata,15.21,51.07,16.8.1943,960,doubravy,206,0,0,2,0
Acridotheres tristis,12.79,49.15,5.12.1919,743,nizke křoviny,377,0,0,3,0
Climacteris melanura,12.71,49.13,17.9.1964,835,louka,202,0,0,1,0
Streptopelia senegalensis,17.75,49.31,30.1.1954,782,vřesoviště a meze,400,0,0,2,0
Ictonyx striatus,18.65,49.39,3.8.1995,1040,bazina,369,0,0,4,0
Potamochoerus porcus,13.09,49.43,2.5.2008,680,suťové lesy,327,0,0,1,0
Phacochoerus aethiopus,13.09,49.87,19.7.1962,731,suťové lesy,327,0,0,1,0
Eurocephalus anguitimens,14.43,48.79,23.2.1963,844,doubravy,206,0,0,5,0
Ara macao,15.57,50.75,17.7.1912,734,doubravy,206,0,0,5,0
Grus canadensis,12.43,49.27,12.11.1909,805,Skalní stepi na vápensových podkladech,215,0,0,4,0
Equus hemionus,13.79,51.15,25.7.2011,1133,Skalní stepi na vápensových podkladech,215,0,0,2,0
Alligator mississippiensis,18.61,50.83,9.6.2001,607,slatiny,217,0,0,1,0
Vanellus chilensis,14.61,50.13,31.5.2020,998,skály nižších a středních výšek,308,0,0,2,0
Vombatus ursinus,17.11,49.55,26.2.1981,1089,hranice lesa,402,0,0,2,0
Aegypius tracheliotus,18.91,50.57,17.10.2013,753,skály nižších a středních výšek,308,0,0,5,0
Streptopelia senegalensis,18.51,51.05,3.12.1989,1077,mocaly,207,0,0,5,0
Aonyx cinerea,13.03,50.43,15.2.1995,1125,Skalní stepi na vápensových podkladech,215,0,0,5,0
Tayassu tajacu,13.35,50.77,30.11.1966,1200,slatiny,217,0,0,0,0
Merops nubicus,14.93,50.73,6.11.1909,1143,mocaly,207,0,0,3,0
Tachyglossus aculeatus,16.95,48.43,7.4.1910,1162,orobincove porosty,405,0,0,3,0
Xerus sp.,13.93,48.43,9.7.1935,670,slatiny,217,0,0,2,0
Sterna paradisaea,13.91,51.17,26.1.1952,813,bazina,369,0,0,5,0
Bison bison,13.21,48.83,6.11.1919,1039,lidska obydli,200,0,0,1,0
Zalophus californicus,13.99,48.87,19.5.1969,1098,hranice lesa,402,0,0,0,0
Macropus fuliginosus,17.55,49.19,15.11.2003,1011,orobincove porosty,405,0,0,1,0
Cracticus nigroagularis,17.33,49.21,21.12.2000,921,lidska obydli,200,0,0,2,0
Anser caerulescens,18.47,50.41,5.6.1922,894,skály nižších a středních výšek,308,0,0,5,0
Dusicyon thous,12.89,50.87,28.12.1954,1052,doubravy,206,0,0,1,0
Spermophilus richardsonii,13.47,48.97,8.2.2002,829,suťové lesy,327,0,0,2,0
Eolophus roseicapillus,14.13,49.95,20.3.1970,860,hranice lesa,402,0,0,0,0
Canis aureus,12.55,49.01,2.1.1976,1037,lidska obydli,200,0,0,5,0
Macropus rufus,13.09,50.73,16.5.1949,702,hranice lesa,402,0,0,1,0
Pteronura brasiliensis,16.61,48.45,5.1.1909,1016,nizke křoviny,377,0,0,2,0
Ursus americanus,14.37,50.83,25.12.1945,783,orobincove porosty,405,0,0,3,0
Spermophilus parryii,17.37,50.05,2.11.1970,762,nizke křoviny,377,0,0,2,0
Pseudalopex gymnocercus,13.69,48.97,28.7.2010,1187,xerotermni tentononc,310,0,0,4,0
Scolopax minor,17.51,48.85,22.1.1927,916,nizke křoviny,377,0,0,0,0
Naja nivea,17.37,49.27,11.10.2004,810,skály nižších a středních výšek,308,0,0,1,0
Equus burchelli,12.47,49.63,2.3.2019,786,doubravy,206,0,0,1,0
Perameles nasuta,18.77,48.71,17.8.1977,990,hranice lesa,402,0,0,4,0
Tayassu tajacu,13.47,50.45,5.6.1976,1100,Skalní stepi na vápensových podkladech,215,0,0,4,0
Lutra canadensis,15.87,49.05,28.1.1911,914,mocaly,207,0,0,2,0
Francolinus coqui,18.89,48.57,14.2.1966,982,orobincove porosty,405,0,0,5,0
Bassariscus astutus,16.21,49.13,22.8.1961,878,hranice lesa,402,0,0,1,0
Paraxerus cepapi,17.85,48.55,11.8.1917,941,nizke křoviny,377,0,0,4,0
Tringa glareola,17.07,50.91,23.9.1962,751,les,301,0,0,3,0
Bubo virginianus,13.25,48.55,11.1.1950,759,Skalní stepi na vápensových podkladech,215,0,0,5,0
Rhea americana,13.95,48.61,8.8.1948,954,orobincove porosty,405,0,0,5,0
Cercopithecus aethiops,13.27,49.29,18.3.1938,1139,les,301,0,0,4,0
Papilio canadensis,12.59,49.33,15.3.1950,1162,suťové lesy,327,0,0,1,0
Uraeginthus bengalus,15.75,48.85,13.1.2013,908,skály nižších a středních výšek,308,0,0,2,0
Tayassu tajacu,12.51,49.95,26.2.2011,1124,Skalní stepi na vápensových podkladech,215,0,0,1,0
Aegypius tracheliotus,18.35,49.91,24.11.2020,1088,louka,202,0,0,1,0
Falco mexicanus,17.39,48.87,6.6.1993,745,Skalní stepi na vápensových podkladech,215,0,0,4,0
Melursus ursinus,17.17,49.53,7.11.1921,920,xerotermni tentononc,310,0,0,0,0
Iguana iguana,15.65,50.13,4.6.1969,1177,orobincove porosty,405,0,0,0,0
Manouria emys,16.41,51.09,29.1.1940,802,vřesoviště a meze,400,0,0,0,0
Naja nivea,18.61,50.83,3.7.1920,872,slatiny,217,0,0,4,0
Melanerpes erythrocephalus,18.69,50.45,5.9.2021,1011,nizke křoviny,377,0,0,5,0
Echimys chrysurus,16.47,50.81,9.7.1925,993,bazina,369,0,0,2,0
Marmota flaviventris,15.09,50.73,30.11.1962,678,vřesoviště a meze,400,0,0,0,0
Columba livia,13.99,48.71,28.11.1958,680,bazina,369,0,0,1,0
Ramphastos tucanus,15.63,50.39,7.2.1959,1198,hranice lesa,402,0,0,5,0
Genetta genetta,15.65,51.07,8.4.1936,1058,skály nižších a středních výšek,308,0,0,0,0
Chlidonias leucopterus,16.49,48.91,10.2.1950,767,mocaly,207,0,0,4,0
Taurotagus oryx,12.29,50.95,12.12.1986,976,hranice lesa,402,0,0,5,0
Canis aureus,18.23,50.57,11.12.1918,1140,orobincove porosty,405,0,0,0,0
Castor fiber,14.25,49.51,19.2.1928,1057,louka,202,0,0,1,0
Ara chloroptera,13.49,48.51,24.9.1939,814,slatiny,217,0,0,3,0
Potos flavus,14.99,51.13,9.4.1983,737,slatiny,217,0,0,0,0
Geococcyx californianus,17.85,51.15,17.4.2003,1178,suťové lesy,327,0,0,3,0
Psittacula krameri,17.29,49.63,1.2.1941,1199,les,301,0,0,1,0
Aonyx capensis,18.49,50.89,3.10.1998,1182,lidska obydli,200,0,0,1,0
Buteo jamaicensis,18.61,49.65,17.9.2012,983,doubravy,206,0,0,1,0
Smithopsis crassicaudata,12.11,48.91,24.6.1908,1151,Skalní stepi na vápensových podkladech,215,0,0,4,0
Bettongia penicillata,14.13,48.55,25.9.1951,642,lidska obydli,200,0,0,1,0
Phasianus colchicus,15.55,49.89,2.10.1904,866,hranice lesa,402,0,0,2,0
Francolinus swainsonii,18.05,50.57,12.2.1978,766,xerotermni tentononc,310,0,0,4,0
Zalophus californicus,15.55,50.25,11.3.1953,987,nizke křoviny,377,0,0,5,0
unavailable,14.87,48.99,20.8.2014,1187,suťové lesy,327,0,0,0,0
Bucorvus leadbeateri,16.97,50.05,14.6.1949,1066,les,301,0,0,0,0
Castor canadensis,17.59,50.11,27.3.1968,1022,mocaly,207,0,0,2,0
Anathana ellioti,18.45,51.07,12.3.1908,883,mocaly,207,0,0,5,0
Paraxerus cepapi,18.31,50.55,20.1.1952,652,Skalní stepi na vápensových podkladech,215,0,0,2,0
Phalacrocorax carbo,18.35,48.41,5.6.1986,992,xerotermni tentononc,310,0,0,0,0
Tamiasciurus hudsonicus,17.53,49.27,25.10.1914,1022,slatiny,217,0,0,5,0
Bucorvus leadbeateri,13.83,50.89,20.9.1978,1166,skály nižších a středních výšek,308,0,0,1,0
Pteropus rufus,16.51,51.09,8.8.2020,674,suťové lesy,327,0,0,5,0
Agkistrodon piscivorus,17.47,48.83,24.7.2000,968,les,301,0,0,0,0
Dicrostonyx groenlandicus,18.75,51.05,16.9.1962,858,les,301,0,0,0,0
Colobus guerza,14.63,49.61,30.6.1981,951,vřesoviště a meze,400,0,0,5,0
Dendrohyrax brucel,12.73,48.93,3.12.1997,609,xerotermni tentononc,310,0,0,4,0
Pelecanus conspicillatus,18.67,50.17,3.3.1986,923,mocaly,207,0,0,4,0
Anastomus oscitans,15.43,49.79,12.1.2021,826,louka,202,0,0,0,0
Phascogale tapoatafa,18.71,50.43,26.7.1912,1031,lidska obydli,200,0,0,3,0
Larus fuliginosus,13.83,48.63,4.9.1935,909,orobincove porosty,405,0,0,3,0
Spizaetus coronatus,14.29,49.39,25.1.1902,1066,vřesoviště a meze,400,0,0,0,0
Cervus canadensis,15.83,50.31,13.7.1956,1150,suťové lesy,327,0,0,5,0
Nyctereutes procyonoides,14.55,50.03,4.4.1928,1146,mocaly,207,0,0,5,0
Melursus ursinus,15.69,50.33,31.7.1915,850,bazina,369,0,0,2,0
Lamprotornis superbus,15.35,49.45,21.11.1991,739,doubravy,206,0,0,4,0
Anas punctata,16.61,48.71,28.6.1935,1015,orobincove porosty,405,0,0,4,0
Bugeranus caruncalatus,17.41,50.59,11.2.1923,681,les,301,0,0,2,0
Vanellus chilensis,18.07,48.93,25.5.1976,655,bazina,369,0,0,0,0
Leptoptilos crumeniferus,15.93,49.25,14.4.1971,1133,Skalní stepi na vápensových podkladech,215,0,0,5,0
Grus rubicundus,18.59,50.61,30.8.2010,616,suťové lesy,327,0,0,5,0
Tamiasciurus hudsonicus,13.95,49.03,18.4.1986,1101,orobincove porosty,405,0,0,0,0
Lemur fulvus,13.33,49.67,26.1.1946,668,vřesoviště a meze,400,0,0,3,0
Pytilia melba,16.03,50.43,10.6.1921,1074,vřesoviště a meze,400,0,0,3,0
Gyps fulvus,16.69,48.55,7.1.1973,910,suťové lesy,327,0,0,4,0
Anitibyx armatus,18.41,50.61,28.5.1967,1181,skály nižších a středních výšek,308,0,0,5,0
Leptoptilos crumeniferus,16.61,49.53,28.7.1949,1092,nizke křoviny,377,0,0,3,0
Gazella thompsonii,13.15,49.63,25.10.1900,1127,mocaly,207,0,0,5,0
Phalaropus lobatus,13.79,51.09,26.11.1911,1128,suťové lesy,327,0,0,3,0
Anser anser,16.41,50.19,6.10.2006,1034,vřesoviště a meze,400,0,0,4,0
Falco peregrinus,16.27,50.17,25.5.1998,708,hranice lesa,402,0,0,5,0
Centrocercus urophasianus,12.09,50.37,16.3.1941,1044,mocaly,207,0,0,1,0
Naja sp.,12.05,50.43,7.7.1961,1016,xerotermni tentononc,310,0,0,3,0
Tiliqua scincoides,18.57,48.87,4.11.2001,999,orobincove porosty,405,0,0,2,0
Phascogale tapoatafa,16.19,48.79,14.7.2012,1188,slatiny,217,0,0,5,0
Capreolus capreolus,16.23,50.41,23.4.1989,672,Skalní stepi na vápensových podkladech,215,0,0,4,0
Anathana ellioti,12.25,49.47,26.9.2006,1026,slatiny,217,0,0,0,0
Nasua narica,13.41,50.89,4.5.1917,688,suťové lesy,327,0,0,1,0
Cynictis penicillata,13.53,49.35,6.8.1998,670,Skalní stepi na vápensových podkladech,215,0,0,2,0
Diomedea irrorata,16.97,50.53,4.8.1926,1192,xerotermni tentononc,310,0,0,2,0
Sula dactylatra,14.97,48.83,12.2.1961,1163,skály nižších a středních výšek,308,0,0,0,0
Phoenicopterus chilensis,14.27,50.67,30.7.1988,693,suťové lesy,327,0,0,2,0
Gazella granti,18.65,49.71,6.9.1924,848,suťové lesy,327,0,0,1,0
Cebus albifrons,15.41,50.31,28.10.1991,1154,bazina,369,0,0,2,0
Nyctereutes procyonoides,17.81,49.03,17.12.1956,958,suťové lesy,327,0,0,1,0
Varanus salvator,15.23,49.33,8.1.1949,868,skály nižších a středních výšek,308,0,0,3,0
Centrocercus urophasianus,17.37,50.47,11.10.1948,878,louka,202,0,0,3,0
Vanellus chilensis,15.53,49.41,8.9.1931,1129,xerotermni tentononc,310,0,0,1,0
Macaca nemestrina,17.95,50.09,18.5.1943,902,les,301,0,0,1,0
Buteo regalis,14.73,50.21,25.12.1954,781,xerotermni tentononc,310,0,0,2,0
Picoides pubescens,14.27,50.67,10.5.2015,1023,lidska obydli,200,0,0,0,0
